"","run_number","metric_result","scenario","mc_weight"
"SSP1-1.9.64",65,0.5075093290902,"SSP1-1.9",0.00835239810040389
"SSP1-1.9.65",66,0.343508350603462,"SSP1-1.9",0.0323441382695113
"SSP1-1.9.66",67,0.803923699373637,"SSP1-1.9",0.00664964826021534
"SSP1-1.9.67",68,1.11882940325705,"SSP1-1.9",0.00288629541473894
"SSP1-1.9.68",69,0.632504158822183,"SSP1-1.9",0.000865297644449957
"SSP1-1.9.69",70,0.760161266860361,"SSP1-1.9",0.0111089914519346
"SSP1-1.9.70",71,0.249795902373404,"SSP1-1.9",0.00113925907154143
"SSP1-1.9.71",72,0.836941879329864,"SSP1-1.9",0.0105426709731536
"SSP1-1.9.72",73,0.757768490561964,"SSP1-1.9",0.00922603951916847
"SSP1-1.9.73",74,0.810199349405527,"SSP1-1.9",0.00324437700968225
"SSP1-1.9.74",75,0.84498493415565,"SSP1-1.9",0.0119817989874769
"SSP1-1.9.75",76,0.546680370836328,"SSP1-1.9",0.00927684902000594
"SSP1-1.9.76",77,0.935083672957016,"SSP1-1.9",0.00868962880031636
"SSP1-1.9.77",78,0.41219468990916,"SSP1-1.9",0.00716878733608749
"SSP1-1.9.78",79,0.502356440083333,"SSP1-1.9",0.000317018019758897
"SSP1-1.9.79",80,0.791833706102985,"SSP1-1.9",0.017096211941991
"SSP1-1.9.80",81,0.670415097823,"SSP1-1.9",0.0255277714029209
"SSP1-1.9.81",82,0.656497678276652,"SSP1-1.9",0.0214999232510362
"SSP1-1.9.82",83,0.0676860172867403,"SSP1-1.9",0.00299207488213226
"SSP1-1.9.83",84,0.694616757825707,"SSP1-1.9",0.00873233230306122
"SSP1-1.9.84",85,0.319801361549458,"SSP1-1.9",0.00371231384785938
"SSP1-1.9.85",86,0.462197049380356,"SSP1-1.9",0.0077578593945315
"SSP1-1.9.86",87,0.213823357342863,"SSP1-1.9",0.00036796366624706
"SSP1-1.9.87",88,0.494177293003753,"SSP1-1.9",0.006179125793073
"SSP1-1.9.88",89,0.363693312110493,"SSP1-1.9",0.0179487012668298
"SSP1-1.9.89",90,0.44189630269928,"SSP1-1.9",0.00408348526849839
"SSP1-1.9.90",91,0.667712499970204,"SSP1-1.9",0.00203767163006339
"SSP1-1.9.91",92,0.545371889393439,"SSP1-1.9",0.0106288822332048
"SSP1-1.9.92",93,0.433866254755542,"SSP1-1.9",0.0117376550496927
"SSP1-1.9.93",94,0.510663319560395,"SSP1-1.9",0.00113237350897254
"SSP1-1.9.94",95,0.270644232117661,"SSP1-1.9",0.0109902372172626
"SSP1-1.9.95",96,0.854011310709553,"SSP1-1.9",0.00828769881535292
"SSP1-1.9.96",97,0.450339974255191,"SSP1-1.9",0.0164031139114336
"SSP1-1.9.97",98,1.04641242508646,"SSP1-1.9",0.0139085035847239
"SSP1-1.9.98",99,0.883581561249299,"SSP1-1.9",0.009054665988023
"SSP1-1.9.99",100,0.354775054755501,"SSP1-1.9",0.0333597254441534
"SSP1-2.6.1",1,1.09833042968251,"SSP1-2.6",0.0112021226385178
"SSP1-2.6.2",2,0.699800266010381,"SSP1-2.6",9.92501289357299e-05
"SSP1-2.6.3",3,0.964123368886235,"SSP1-2.6",0.00525579827488911
"SSP1-2.6.4",4,0.674855948044243,"SSP1-2.6",0.0127004006323455
"SSP1-2.6.5",5,0.787537068751821,"SSP1-2.6",0.0101168252450706
"SSP1-2.6.6",6,1.00852403308216,"SSP1-2.6",0.0278008967880362
"SSP1-2.6.7",7,0.616286371782203,"SSP1-2.6",0.0126265641492074
"SSP1-2.6.8",8,0.887535831099352,"SSP1-2.6",0.00734344655405087
"SSP1-2.6.9",9,0.810468695905837,"SSP1-2.6",0.00617336387085889
"SSP1-2.6.10",10,1.36731482422109,"SSP1-2.6",0.00231047512968585
"SSP1-2.6.11",11,0.843814009157693,"SSP1-2.6",0.0315139258066275
"SSP1-2.6.12",12,1.15788836710437,"SSP1-2.6",0.00883324558742303
"SSP1-2.6.13",13,0.873419886457821,"SSP1-2.6",0.0192536679493852
"SSP1-2.6.14",14,0.338930988919524,"SSP1-2.6",0.00224770489093337
"SSP1-2.6.15",15,0.716294926272952,"SSP1-2.6",0.00945862481174022
"SSP1-2.6.16",16,0.933279183426534,"SSP1-2.6",0.0299515524384022
"SSP1-2.6.17",17,0.928352344116607,"SSP1-2.6",0.0114845983834664
"SSP1-2.6.18",18,1.24729338873444,"SSP1-2.6",0.0108313573537447
"SSP1-2.6.19",19,1.3379210159029,"SSP1-2.6",0.00633825010869152
"SSP1-2.6.20",20,0.633206790400085,"SSP1-2.6",0.00715647721900704
"SSP1-2.6.21",21,0.735354301717991,"SSP1-2.6",0.000733835719129396
"SSP1-2.6.22",22,0.99970271585944,"SSP1-2.6",0.0295004002926348
"SSP1-2.6.23",23,0.465615835692891,"SSP1-2.6",0.00389432574693254
"SSP1-2.6.24",24,0.745467733264005,"SSP1-2.6",0.0100118245620797
"SSP1-2.6.25",25,0.52220069522126,"SSP1-2.6",0.0180825839083142
"SSP1-2.6.26",26,0.538420480633962,"SSP1-2.6",0.0104446064213927
"SSP1-2.6.27",27,1.17803218033119,"SSP1-2.6",0.0108653808030322
"SSP1-2.6.28",28,1.05037732224344,"SSP1-2.6",7.03654001109304e-06
"SSP1-2.6.29",29,0.999915036708974,"SSP1-2.6",0.00773552194479327
"SSP1-2.6.30",30,1.68651509938572,"SSP1-2.6",0.00904317305615482
"SSP1-2.6.31",31,0.981141437423602,"SSP1-2.6",0.00839741508470357
"SSP1-2.6.32",32,0.367495337823576,"SSP1-2.6",0.00106944905660138
"SSP1-2.6.33",33,0.865938431234871,"SSP1-2.6",0.0371827695309082
"SSP1-2.6.34",34,1.36209118883251,"SSP1-2.6",0.00880796783289252
"SSP1-2.6.35",35,1.07989791555121,"SSP1-2.6",0.0141075690966737
"SSP1-2.6.36",36,1.09073402915878,"SSP1-2.6",0.0151461705784273
"SSP1-2.6.37",37,1.65677252941156,"SSP1-2.6",0.00565554316836432
"SSP1-2.6.38",38,1.0313538217314,"SSP1-2.6",0.0116525370385225
"SSP1-2.6.39",39,0.779371528194741,"SSP1-2.6",0.0017233789049654
"SSP1-2.6.40",40,0.496505709974176,"SSP1-2.6",0.00925551073906412
"SSP1-2.6.41",41,0.993853400594031,"SSP1-2.6",0.00828786318548153
"SSP1-2.6.42",42,1.81812628066326,"SSP1-2.6",0.00597995506330742
"SSP1-2.6.43",43,1.57293154032922,"SSP1-2.6",0.0155628714666538
"SSP1-2.6.44",44,0.685788655022069,"SSP1-2.6",0.0110856435855604
"SSP1-2.6.45",45,1.10726781635686,"SSP1-2.6",0.00935584367888263
"SSP1-2.6.46",46,1.3839839123843,"SSP1-2.6",0.00417855227327183
"SSP1-2.6.47",47,0.921348857764457,"SSP1-2.6",0.0202063412089664
"SSP1-2.6.48",48,1.04363946312128,"SSP1-2.6",0.00945098492817771
"SSP1-2.6.49",49,0.724023007982602,"SSP1-2.6",0.00387968451229326
"SSP1-2.6.50",50,1.20054416056513,"SSP1-2.6",0.00167882889042989
"SSP1-2.6.51",51,1.17245522696119,"SSP1-2.6",0.000132571206838879
"SSP1-2.6.52",52,1.06147865673335,"SSP1-2.6",0.0341601165193228
"SSP1-2.6.53",53,0.9556494058425,"SSP1-2.6",0.00207530971703078
"SSP1-2.6.54",54,1.83573965053708,"SSP1-2.6",0.0042775434908452
"SSP1-2.6.55",55,0.611601688113241,"SSP1-2.6",0.0258736250615394
"SSP1-2.6.56",56,0.885601055653953,"SSP1-2.6",0.00056523320431913
"SSP1-2.6.57",57,1.30684116766494,"SSP1-2.6",0.00689749986693177
"SSP1-2.6.58",58,0.996004227657697,"SSP1-2.6",0.0132728420947152
"SSP1-2.6.59",59,0.945464277307916,"SSP1-2.6",0.00563763359482604
"SSP1-2.6.60",60,0.644854540239503,"SSP1-2.6",0.0101321378271454
"SSP1-2.6.61",61,1.02071429661825,"SSP1-2.6",2.26118872288606e-05
"SSP1-2.6.62",63,0.601067855853908,"SSP1-2.6",0.00108837559836433
"SSP1-2.6.63",64,0.72562284530071,"SSP1-2.6",0.00292765961774704
"SSP1-2.6.64",65,0.836576636227376,"SSP1-2.6",0.00838099643365973
"SSP1-2.6.65",66,0.743690878196459,"SSP1-2.6",0.0323510475475027
"SSP1-2.6.66",67,1.22869195292605,"SSP1-2.6",0.00663153624622613
"SSP1-2.6.67",68,1.60840029454593,"SSP1-2.6",0.00287627336648634
"SSP1-2.6.68",69,1.00915673550674,"SSP1-2.6",0.000863929490765309
"SSP1-2.6.69",70,1.19616380579946,"SSP1-2.6",0.0111129308261447
"SSP1-2.6.70",71,0.527545248231492,"SSP1-2.6",0.001142209280669
"SSP1-2.6.71",72,1.27439391517836,"SSP1-2.6",0.0105546635557402
"SSP1-2.6.72",73,1.15618254909284,"SSP1-2.6",0.00924522669830988
"SSP1-2.6.73",74,1.23297573668592,"SSP1-2.6",0.00323427782986484
"SSP1-2.6.74",75,1.28252213728804,"SSP1-2.6",0.011960654302822
"SSP1-2.6.75",76,0.936162002928644,"SSP1-2.6",0.00929561864428899
"SSP1-2.6.76",77,1.37216619533568,"SSP1-2.6",0.00867113652961572
"SSP1-2.6.77",78,0.78437797299773,"SSP1-2.6",0.00714924850010368
"SSP1-2.6.78",79,0.833977929324472,"SSP1-2.6",0.000319695310894304
"SSP1-2.6.79",80,1.22428984515497,"SSP1-2.6",0.0171013922296238
"SSP1-2.6.80",81,1.09871810634525,"SSP1-2.6",0.0255190333029582
"SSP1-2.6.81",82,1.08097603069874,"SSP1-2.6",0.0214995491592131
"SSP1-2.6.82",83,0.297527695578249,"SSP1-2.6",0.00300699654938882
"SSP1-2.6.83",84,1.04229277098177,"SSP1-2.6",0.00871198254529997
"SSP1-2.6.84",85,0.622822697514303,"SSP1-2.6",0.00369745383852278
"SSP1-2.6.85",86,0.804369767040653,"SSP1-2.6",0.00778784133587437
"SSP1-2.6.86",87,0.468732332437146,"SSP1-2.6",0.000371142230670784
"SSP1-2.6.87",88,0.79078426520922,"SSP1-2.6",0.00615619205846944
"SSP1-2.6.88",89,0.725752597975946,"SSP1-2.6",0.017949249585646
"SSP1-2.6.89",90,0.835000889694548,"SSP1-2.6",0.00408169787787123
"SSP1-2.6.90",91,1.0618117932714,"SSP1-2.6",0.00203571047070647
"SSP1-2.6.91",92,0.875862205494344,"SSP1-2.6",0.0106471317274821
"SSP1-2.6.92",93,0.778630664887209,"SSP1-2.6",0.0117292228638038
"SSP1-2.6.93",94,0.85002879038919,"SSP1-2.6",0.00113857959410332
"SSP1-2.6.94",95,0.544872916126652,"SSP1-2.6",0.0110056944838366
"SSP1-2.6.95",96,1.22632968998528,"SSP1-2.6",0.00828409448552909
"SSP1-2.6.96",97,0.813441017904686,"SSP1-2.6",0.0163887562274961
"SSP1-2.6.97",98,1.49243759565864,"SSP1-2.6",0.0139231753813404
"SSP1-2.6.98",99,1.30381801039426,"SSP1-2.6",0.00905361547570845
"SSP1-2.6.99",100,0.754097650159985,"SSP1-2.6",0.0333767675468651
"SSP2-4.5.1",1,2.10201987435633,"SSP2-4.5",0.0111631684995821
"SSP2-4.5.2",2,1.441498912458,"SSP2-4.5",0.000101322514999821
"SSP2-4.5.3",3,1.89225641352667,"SSP2-4.5",0.0052277915294221
"SSP2-4.5.4",4,1.50027366667788,"SSP2-4.5",0.0127522340376117
"SSP2-4.5.5",5,1.7643985201963,"SSP2-4.5",0.0101480231616455
"SSP2-4.5.6",6,2.03072101927834,"SSP2-4.5",0.0277551291706648
"SSP2-4.5.7",7,1.44335309901751,"SSP2-4.5",0.0127157043648073
"SSP2-4.5.8",8,1.60747310587675,"SSP2-4.5",0.00728146729545625
"SSP2-4.5.9",9,1.54391987769523,"SSP2-4.5",0.00624059495136432
"SSP2-4.5.10",10,2.33622989094143,"SSP2-4.5",0.00232966281297824
"SSP2-4.5.11",11,1.77601439472192,"SSP2-4.5",0.0314228885799065
"SSP2-4.5.12",12,2.03349310666086,"SSP2-4.5",0.00879023934188838
"SSP2-4.5.13",13,1.83561773651162,"SSP2-4.5",0.0193274958902431
"SSP2-4.5.14",14,1.03737073012763,"SSP2-4.5",0.00228387293432231
"SSP2-4.5.15",15,1.62249866049846,"SSP2-4.5",0.00953686510147466
"SSP2-4.5.16",16,2.06131169172101,"SSP2-4.5",0.0298308051879409
"SSP2-4.5.17",17,1.84091682584112,"SSP2-4.5",0.0114426399248213
"SSP2-4.5.18",18,2.13350844529229,"SSP2-4.5",0.0108353292207376
"SSP2-4.5.19",19,2.31740301352002,"SSP2-4.5",0.00633941474667284
"SSP2-4.5.20",20,1.36591639602845,"SSP2-4.5",0.00722064248249173
"SSP2-4.5.21",21,1.43382148035152,"SSP2-4.5",0.00074693450187764
"SSP2-4.5.22",22,2.04913952539276,"SSP2-4.5",0.0294178735959906
"SSP2-4.5.23",23,1.07769454930266,"SSP2-4.5",0.00395234716978373
"SSP2-4.5.24",24,1.54185844188469,"SSP2-4.5",0.00996850092060241
"SSP2-4.5.25",25,1.34443598681096,"SSP2-4.5",0.0181632613539853
"SSP2-4.5.26",26,1.26111291969851,"SSP2-4.5",0.0104285283901
"SSP2-4.5.27",27,1.92691857055788,"SSP2-4.5",0.0108619879681054
"SSP2-4.5.28",28,1.91042507983432,"SSP2-4.5",7.10399960714493e-06
"SSP2-4.5.29",29,1.93204143327109,"SSP2-4.5",0.00769448228527319
"SSP2-4.5.30",30,2.8518203471884,"SSP2-4.5",0.00901031889495162
"SSP2-4.5.31",31,1.89075092919717,"SSP2-4.5",0.00840331447904332
"SSP2-4.5.32",32,1.05720789000157,"SSP2-4.5",0.00108826081707526
"SSP2-4.5.33",33,1.91132686608164,"SSP2-4.5",0.0371648678028332
"SSP2-4.5.34",34,2.37097507189373,"SSP2-4.5",0.00879797682805557
"SSP2-4.5.35",35,2.07344509227769,"SSP2-4.5",0.0141142065520215
"SSP2-4.5.36",36,2.07678895959292,"SSP2-4.5",0.0151696559771585
"SSP2-4.5.37",37,2.6006294659345,"SSP2-4.5",0.00559271495252526
"SSP2-4.5.38",38,1.94178153190301,"SSP2-4.5",0.0116074475676547
"SSP2-4.5.39",39,1.59730235300045,"SSP2-4.5",0.00175397016217172
"SSP2-4.5.40",40,1.16206617861772,"SSP2-4.5",0.00933341480566876
"SSP2-4.5.41",41,1.83409594294394,"SSP2-4.5",0.00824195382413441
"SSP2-4.5.42",42,2.7821431218167,"SSP2-4.5",0.00592386567729698
"SSP2-4.5.43",43,2.74954619376002,"SSP2-4.5",0.0155904263236745
"SSP2-4.5.44",44,1.46223123280005,"SSP2-4.5",0.0110568618770942
"SSP2-4.5.45",45,2.03629406246318,"SSP2-4.5",0.00931716394583804
"SSP2-4.5.46",46,2.31963588441748,"SSP2-4.5",0.00412081387466641
"SSP2-4.5.47",47,1.88013241300572,"SSP2-4.5",0.0201651498783334
"SSP2-4.5.48",48,1.88415601867304,"SSP2-4.5",0.00942097102040484
"SSP2-4.5.49",49,1.57381604653415,"SSP2-4.5",0.00393278240939892
"SSP2-4.5.50",50,2.11406500277592,"SSP2-4.5",0.00169518883628212
"SSP2-4.5.51",51,2.07175165504221,"SSP2-4.5",0.00013118040232911
"SSP2-4.5.52",52,2.07132309223978,"SSP2-4.5",0.0340767612783425
"SSP2-4.5.53",53,1.81612380077488,"SSP2-4.5",0.00204766236219965
"SSP2-4.5.54",54,2.80052091130823,"SSP2-4.5",0.00421155766587308
"SSP2-4.5.55",55,1.48530023705381,"SSP2-4.5",0.0258833445664993
"SSP2-4.5.56",56,1.56510918595066,"SSP2-4.5",0.000577045168030272
"SSP2-4.5.57",57,2.2653705860653,"SSP2-4.5",0.00692116246868988
"SSP2-4.5.58",58,1.91984052603509,"SSP2-4.5",0.0132295084359083
"SSP2-4.5.59",59,1.83252261548365,"SSP2-4.5",0.0057187050205939
"SSP2-4.5.60",60,1.60215343800541,"SSP2-4.5",0.0101774901760059
"SSP2-4.5.61",61,1.82486558712466,"SSP2-4.5",2.32497695085088e-05
"SSP2-4.5.62",63,1.33529223434831,"SSP2-4.5",0.00108006498280927
"SSP2-4.5.63",64,1.52343772463378,"SSP2-4.5",0.00293270483534172
"SSP2-4.5.64",65,1.58658242724694,"SSP2-4.5",0.00845506343930112
"SSP2-4.5.65",66,1.74622745834593,"SSP2-4.5",0.0324133109729827
"SSP2-4.5.66",67,2.19403233757929,"SSP2-4.5",0.00658901719251405
"SSP2-4.5.67",68,2.65817963786669,"SSP2-4.5",0.00284554129071808
"SSP2-4.5.68",69,1.84423308961822,"SSP2-4.5",0.000863187674646591
"SSP2-4.5.69",70,2.16399741611867,"SSP2-4.5",0.011124105401567
"SSP2-4.5.70",71,1.26726438259528,"SSP2-4.5",0.00115706846020955
"SSP2-4.5.71",72,2.2320748917174,"SSP2-4.5",0.0105870212055316
"SSP2-4.5.72",73,2.02663689900833,"SSP2-4.5",0.00929628100719856
"SSP2-4.5.73",74,2.17121414628737,"SSP2-4.5",0.00321009311296105
"SSP2-4.5.74",75,2.29586831255245,"SSP2-4.5",0.0119074319428822
"SSP2-4.5.75",76,1.8765029226508,"SSP2-4.5",0.00936206113444072
"SSP2-4.5.76",77,2.42348057377173,"SSP2-4.5",0.00862135845855229
"SSP2-4.5.77",78,1.64229148513139,"SSP2-4.5",0.00713189147864568
"SSP2-4.5.78",79,1.64409812538209,"SSP2-4.5",0.000326599907954955
"SSP2-4.5.79",80,2.25587467146802,"SSP2-4.5",0.017087823230274
"SSP2-4.5.80",81,2.1255165516266,"SSP2-4.5",0.0254511780715762
"SSP2-4.5.81",82,2.07795170056897,"SSP2-4.5",0.021481860121539
"SSP2-4.5.82",83,0.939553470066282,"SSP2-4.5",0.00305399268793104
"SSP2-4.5.83",84,1.90087068101968,"SSP2-4.5",0.00865936209746768
"SSP2-4.5.84",85,1.41824505217995,"SSP2-4.5",0.00367284002186625
"SSP2-4.5.85",86,1.60684081855672,"SSP2-4.5",0.00786512481116265
"SSP2-4.5.86",87,1.16308753638454,"SSP2-4.5",0.000379588795003841
"SSP2-4.5.87",88,1.52804080727528,"SSP2-4.5",0.0060964255403866
"SSP2-4.5.88",89,1.6118888577928,"SSP2-4.5",0.0180024382434189
"SSP2-4.5.89",90,1.8096727862378,"SSP2-4.5",0.00409645224138268
"SSP2-4.5.90",91,1.94777258868118,"SSP2-4.5",0.00203669695955332
"SSP2-4.5.91",92,1.61511570532534,"SSP2-4.5",0.010695069027858
"SSP2-4.5.92",93,1.59164271695544,"SSP2-4.5",0.0117171257696508
"SSP2-4.5.93",94,1.67064881739507,"SSP2-4.5",0.00115542626435267
"SSP2-4.5.94",95,1.21625501612359,"SSP2-4.5",0.0110472000723618
"SSP2-4.5.95",96,2.11109513902207,"SSP2-4.5",0.00827528679776394
"SSP2-4.5.96",97,1.6915097317165,"SSP2-4.5",0.0164012338217635
"SSP2-4.5.97",98,2.50043605890367,"SSP2-4.5",0.0139178079448638
"SSP2-4.5.98",99,2.27195120553895,"SSP2-4.5",0.00905603984123109
"SSP2-4.5.99",100,1.75347936624069,"SSP2-4.5",0.0334629193857147
"SSP3-7.0.1",1,3.11433295173368,"SSP3-7.0",0.0109811905842884
"SSP3-7.0.2",2,2.25575323714579,"SSP3-7.0",0.000109202859893789
"SSP3-7.0.3",3,2.81736916671438,"SSP3-7.0",0.00509194992542786
"SSP3-7.0.4",4,2.40037579750132,"SSP3-7.0",0.0129166308937243
"SSP3-7.0.5",5,2.88867281175045,"SSP3-7.0",0.0101756835204816
"SSP3-7.0.6",6,3.08138346781272,"SSP3-7.0",0.0277461155258599
"SSP3-7.0.7",7,2.35299721862992,"SSP3-7.0",0.0130021811508855
"SSP3-7.0.8",8,2.29185668610728,"SSP3-7.0",0.00704194649185582
"SSP3-7.0.9",9,2.30991791923863,"SSP3-7.0",0.00650897130071747
"SSP3-7.0.10",10,3.29393236907449,"SSP3-7.0",0.00240118844722423
"SSP3-7.0.11",11,2.80765662957882,"SSP3-7.0",0.0312139181214082
"SSP3-7.0.12",12,2.9396190073185,"SSP3-7.0",0.00862267388974529
"SSP3-7.0.13",13,2.88514983010598,"SSP3-7.0",0.0195305621857318
"SSP3-7.0.14",14,1.8306133883012,"SSP3-7.0",0.00240426896563219
"SSP3-7.0.15",15,2.62868805969765,"SSP3-7.0",0.00977551086875763
"SSP3-7.0.16",16,3.32404885279368,"SSP3-7.0",0.0299559285323529
"SSP3-7.0.17",17,2.80458077782444,"SSP3-7.0",0.0112248956426777
"SSP3-7.0.18",18,3.01382126761158,"SSP3-7.0",0.0108476733656694
"SSP3-7.0.19",19,3.28209685843763,"SSP3-7.0",0.00634233589452231
"SSP3-7.0.20",20,2.16903426046689,"SSP3-7.0",0.00747107320788125
"SSP3-7.0.21",21,2.17545249253283,"SSP3-7.0",0.00079786826666473
"SSP3-7.0.22",22,3.14811372545334,"SSP3-7.0",0.0293949375080207
"SSP3-7.0.23",23,1.75805370420731,"SSP3-7.0",0.00418572875011562
"SSP3-7.0.24",24,2.39062623794315,"SSP3-7.0",0.00977544890469583
"SSP3-7.0.25",25,2.25574879918329,"SSP3-7.0",0.0183356126292849
"SSP3-7.0.26",26,2.04206942849713,"SSP3-7.0",0.0103341643610887
"SSP3-7.0.27",27,2.64101782654897,"SSP3-7.0",0.0108445423271591
"SSP3-7.0.28",28,2.84976166134497,"SSP3-7.0",7.34507804630961e-06
"SSP3-7.0.29",29,2.90470453948086,"SSP3-7.0",0.00750412040649064
"SSP3-7.0.30",30,4.01302429654409,"SSP3-7.0",0.00897291514081981
"SSP3-7.0.31",31,2.81043563992258,"SSP3-7.0",0.00836632634132775
"SSP3-7.0.32",32,1.83634579220793,"SSP3-7.0",0.00115348133436117
"SSP3-7.0.33",33,3.07584581500158,"SSP3-7.0",0.0373048618406404
"SSP3-7.0.34",34,3.36764105134294,"SSP3-7.0",0.0087582599809775
"SSP3-7.0.35",35,3.11065920301849,"SSP3-7.0",0.0141184520382113
"SSP3-7.0.36",36,3.13401238725731,"SSP3-7.0",0.015230524371294
"SSP3-7.0.37",37,3.48856770974641,"SSP3-7.0",0.00535021403450012
"SSP3-7.0.38",38,2.88996592971853,"SSP3-7.0",0.0114000903362488
"SSP3-7.0.39",39,2.48723647442317,"SSP3-7.0",0.001876784463885
"SSP3-7.0.40",40,1.88889862531625,"SSP3-7.0",0.00964180366851579
"SSP3-7.0.41",41,2.6957798364704,"SSP3-7.0",0.00805282196788941
"SSP3-7.0.42",42,3.6521021082643,"SSP3-7.0",0.00572610778089018
"SSP3-7.0.43",43,4.00059587456352,"SSP3-7.0",0.0158720891259086
