"year","CO2_constrain"
1855,284.940999348958
1856,285.048993428548
1857,285.20399983724
1858,285.369000752767
1859,285.544995625814
1860,285.738993326823
1861,285.933001200358
1862,286.100001017253
1863,286.271001180013
1864,286.442001342773
1865,286.613995869954
1866,286.78099822998
1867,286.955001831055
1868,287.105000813802
1869,287.224998474121
1870,287.354998270671
1871,287.494000752767
1872,287.663996378581
1873,287.860000610352
1874,288.060999552409
1875,288.291002909342
1876,288.519996643066
1877,288.752001444499
1878,288.993001302083
1879,289.221000671387
1880,289.469998677572
1881,289.736996968587
1882,290.019002278646
1883,290.263000488281
1884,290.511998494466
1885,290.796997070312
1886,291.09999593099
1887,291.413998921712
1888,291.763000488281
1889,292.113001505534
1890,292.457997639974
1891,292.815999348958
1892,293.166999816895
1893,293.47699991862
1894,293.790997823079
1895,294.078997294108
1896,294.36499786377
1897,294.645998636882
1898,294.95399983724
1899,295.299997965495
1900,295.674995422363
1901,296.006998697917
1902,296.324999491374
1903,296.653996785482
1904,296.953994750977
1905,297.288996378581
1906,297.661997477214
1907,298.097994486491
1908,298.517990112305
1909,298.935991923014
1910,299.376996358236
1911,299.828992207845
1912,300.352991739909
1913,300.909993489583
1914,301.418991088867
1915,301.936988830566
1916,302.484987894694
1917,303.010988871257
1918,303.448987325033
1919,303.813987731934
1920,304.245986938477
1921,304.599988301595
1922,304.944981892904
1923,305.270983378092
1924,305.62998453776
1925,305.812980651855
1926,305.953984578451
1927,306.176986694336
1928,306.328979492188
1929,306.494987487793
1930,306.619977315267
1931,306.821983337402
1932,307.092979431152
1933,307.401980082194
1934,307.784983317057
1935,308.226979573568
1936,309.011973063151
1937,309.76397450765
1938,310.293975830078
1939,310.850975036621
1940,311.356976826986
1941,311.810974121094
1942,312.17197672526
1943,312.389979044596
1944,312.412971496582
1945,312.384976704915
1946,312.389971415202
1947,312.485972086589
1948,312.520968119303
1949,312.63197072347
1950,312.820976257324
1951,313.013971964518
1952,313.341977437337
1953,313.729967753092
1954,314.094968159993
1955,314.414970397949
1956,314.697967529297
1957,314.991961161296
1958,315.344965616862
1959,315.806966145833
1960,316.62496693929
1961,317.29896291097
1962,318.043963114421
1963,318.649963378906
1964,319.332962036133
1965,319.815961201986
1966,320.879956563314
1967,321.479957580566
1968,322.388956705729
1969,323.250956217448
1970,324.782956441243
1971,325.399955749512
1972,327.34895324707
1973,329.908950805664
1974,330.755953470866
1975,330.826955159505
1976,331.544949849447
1977,333.352945963542
1978,335.009948730469
1979,336.60494740804
1980,338.704945882161
1981,340.058949788411
1982,340.64394124349
1983,342.265947977702
1984,344.00794728597
1985,345.458953857422
1986,346.902946472168
1987,348.774945576986
1988,351.275932312012
1989,352.893923441569
1990,354.072931925456
1991,355.352938334147
1992,356.228947957357
1993,356.924959818522
1994,358.253959655762
1995,360.23895517985
1996,362.004961649577
1997,363.251955668132
1998,365.932955423991
1999,367.84497833252
2000,369.124974568685
2001,370.672988891602
2002,372.83499399821
2003,375.41099802653
2004,376.98700205485
2005,378.90700785319
2006,381.010007222493
2007,382.603019714355
2008,384.739018758138
2009,386.28002166748
2010,388.717030843099
2011,390.944020589193
2012,393.015991210938
2013,395.724978129069
2014,397.546979268392
2015,399.948786417643
2016,403.116963704427
2017,405.793960571289
2018,408.759963989258
2019,411.789960225423
2020,414.890963236491
2021,418.064956665039
2022,421.334958394368
2023,424.720952351888
2024,428.219955444336
2025,431.829958597819
2026,435.549954732259
2027,439.377950032552
2028,443.314951578776
2029,447.360946655273
2030,451.514948527018
2031,455.778948465983
2032,460.163948059082
2033,464.681948343913
2034,469.330945332845
2035,474.111938476562
2036,479.024940490723
2037,484.071937561035
2038,489.251935323079
2039,494.566935221354
2040,500.018931070964
2041,505.607930501302
2042,511.341926574707
2043,517.22792561849
2044,523.266932169596
2045,529.459920247396
2046,535.808934529622
2047,542.31391398112
2048,548.976918538411
2049,555.799921671549
2050,562.783925374349
2051,569.929916381836
2052,577.257909138997
2053,584.783920288086
2054,592.506907145182
2055,600.428909301758
2056,608.549901326497
2057,616.869903564453
2058,625.390904744466
2059,634.113886515299
2060,643.040898640951
2061,652.171900431315
2062,661.506907145182
2063,671.044886271159
2064,680.78889465332
2065,690.738881429036
2066,700.898885091146
2067,711.268880208333
2068,721.850886027018
2069,732.647883097331
2070,743.661870320638
2071,754.892883300781
2072,766.322870890299
2073,777.929870605469
2074,789.718882242839
2075,801.690872192383
2076,813.84787495931
2077,826.19287109375
2078,838.726877848307
2079,851.451863606771
2080,864.368865966797
2081,877.479863484701
2082,890.708867390951
2083,903.980865478516
2084,917.300872802734
2085,930.670862833659
2086,944.091868082682
2087,957.566869099935
2088,971.095865885417
2089,984.680867513021
2090,998.320861816406
2091,1012.01986694336
2092,1025.73985290527
2093,1039.44985961914
2094,1053.1498819987
2095,1066.84987386068
2096,1080.52985636393
2097,1094.20987955729
2098,1107.88986206055
2099,1121.54987589518
2100,1135.20986938477
2101,1148.85987345378
2102,1162.46987915039
2103,1176.02986653646
2104,1189.52987670898
2105,1202.97988891602
2106,1216.36987304688
2107,1229.69986979167
2108,1242.96987915039
2109,1256.18987019857
2110,1269.34989420573
2111,1282.44986979167
2112,1295.48987833659
2113,1308.46987915039
2114,1321.3898824056
2115,1334.24988810221
2116,1347.04986572266
2117,1359.77989705404
2118,1372.43988037109
2119,1385.03989664714
2120,1397.56988525391
2121,1410.03988647461
2122,1422.42988077799
2123,1434.75988769531
2124,1447.00990804036
2125,1459.18988037109
2126,1471.28988647461
2127,1483.31990559896
2128,1495.27989705404
2129,1507.15990193685
2130,1518.95988972982
2131,1530.67989095052
2132,1542.31989542643
2133,1553.87990315755
2134,1565.35990397135
2135,1576.75989786784
2136,1588.07990519206
2137,1599.30990600586
2138,1610.44991048177
2139,1621.50988769531
2140,1632.48990885417
2141,1643.37991333008
2142,1654.16990152995
2143,1664.8799235026
2144,1675.50989786784
2145,1686.03990681966
2146,1696.47989908854
2147,1706.81989542643
2148,1717.07992553711
2149,1727.23990885417
2150,1737.31990559896
2151,1747.28992716471
2152,1757.16991170247
2153,1766.94991048177
2154,1776.63990275065
2155,1786.21990966797
2156,1795.69991048177
2157,1805.07992553711
2158,1814.35991414388
2159,1823.53992716471
2160,1832.60992431641
2161,1841.57990519206
2162,1850.4599202474
2163,1859.21991984049
2164,1867.8899230957
2165,1876.44993082682
2166,1884.89993286133
2167,1893.23993937174
2168,1901.48993937174
2169,1909.61992390951
2170,1917.64991251628
2171,1925.57992553711
2172,1933.39993286133
2173,1941.10994466146
2174,1948.70993041992
2175,1956.20993041992
2176,1963.59994506836
2177,1970.87993367513
2178,1978.04993693034
2179,1985.10995483398
2180,1992.06994628906
2181,1998.92994181315
2182,2005.66994222005
2183,2012.29993693034
2184,2018.82994588216
2185,2025.24994913737
2186,2031.55993652344
2187,2037.75995890299
2188,2043.84995524089
2189,2049.80993652344
2190,2055.65993245443
2191,2061.4199625651
2192,2067.08996582031
2193,2072.63997395833
2194,2078.05991617839
2195,2083.37996419271
2196,2088.58994547526
2197,2093.67997233073
2198,2098.66998291016
2199,2103.5399983724
2200,2108.30995686849
2201,2112.9599202474
2202,2117.50992838542
2203,2121.94993082682
2204,2126.26995849609
2205,2130.48996988932
2206,2134.58994547526
2207,2138.59995524089
2208,2142.47998046875
2209,2146.25994873047
2210,2149.92997233073
2211,2153.47998046875
2212,2156.91998291016
2213,2160.23994954427
2214,2163.45994059245
2215,2166.57000732422
2216,2169.57997639974
2217,2172.47993977865
2218,2175.26995849609
2219,2177.92997233073
2220,2180.48999023438
2221,2182.95001220703
2222,2185.28993733724
2223,2187.51997884115
2224,2189.65002441406
2225,2191.66998291016
2226,2193.56996663411
2227,2195.32995605469
2228,2197.00996907552
2229,2198.58996582031
2230,2200.07000732422
2231,2201.42995198568
2232,2202.65997314453
2233,2203.7899983724
2234,2204.80999755859
2235,2205.7300008138
2236,2206.52998860677
2237,2207.22998046875
2238,2207.80999755859
2239,2208.2899983724
2240,2208.65000406901
2241,2208.90999348958
2242,2209.06994628906
2243,2209.10998535156
2244,2209.02998860677
2245,2208.84000651042
2246,2208.56998697917
2247,2208.19000244141
2248,2207.69000244141
2249,2207.07000732422
2250,2206.35001627604
2251,2205.5199991862
2252,2204.63997395833
2253,2203.75
2254,2202.86002604167
2255,2201.96999104818
2256,2201.09999593099
2257,2200.22001139323
2258,2199.33998616536
2259,2198.44000244141
2260,2197.5399983724
2261,2196.62998453776
2262,2195.7300008138
2263,2194.83001708984
2264,2193.95003255208
2265,2193.05999755859
2266,2192.16003417969
2267,2191.25002034505
2268,2190.34000651042
2269,2189.43001302083
2270,2188.52996826172
2271,2187.62001546224
2272,2186.71999104818
2273,2185.82000732422
2274,2184.90002441406
2275,2183.98999023438
2276,2183.08998616536
2277,2182.19000244141
2278,2181.2899983724
2279,2180.39998372396
2280,2179.49997965495
2281,2178.59999593099
2282,2177.70001220703
2283,2176.80002848307
2284,2175.91001383464
2285,2175.01000976562
2286,2174.11999511719
2287,2173.2300008138
2288,2172.33998616536
2289,2171.46004231771
2290,2170.57000732422
2291,2169.67999267578
2292,2168.79001871745
2293,2167.90999348958
2294,2167.02998860677
2295,2166.13999430339
2296,2165.2699991862
2297,2164.40002441406
2298,2163.51995849609
2299,2162.63006591797
2300,2161.74003092448
