"year","CO2_constrain"
1855,284.940999348958
1856,285.048993428548
1857,285.20399983724
1858,285.369000752767
1859,285.544995625814
1860,285.738993326823
1861,285.933001200358
1862,286.100001017253
1863,286.271001180013
1864,286.442001342773
1865,286.613995869954
1866,286.78099822998
1867,286.955001831055
1868,287.105000813802
1869,287.224998474121
1870,287.354998270671
1871,287.494000752767
1872,287.663996378581
1873,287.860000610352
1874,288.060999552409
1875,288.291002909342
1876,288.519996643066
1877,288.752001444499
1878,288.993001302083
1879,289.221000671387
1880,289.469998677572
1881,289.736996968587
1882,290.019002278646
1883,290.263000488281
1884,290.511998494466
1885,290.796997070312
1886,291.09999593099
1887,291.413998921712
1888,291.763000488281
1889,292.113001505534
1890,292.457997639974
1891,292.815999348958
1892,293.166999816895
1893,293.47699991862
1894,293.790997823079
1895,294.078997294108
1896,294.36499786377
1897,294.645998636882
1898,294.95399983724
1899,295.299997965495
1900,295.674995422363
1901,296.006998697917
1902,296.324999491374
1903,296.653996785482
1904,296.953994750977
1905,297.288996378581
1906,297.661997477214
1907,298.097994486491
1908,298.517990112305
1909,298.935991923014
1910,299.376996358236
1911,299.828992207845
1912,300.352991739909
1913,300.909993489583
1914,301.418991088867
1915,301.936988830566
1916,302.484987894694
1917,303.010988871257
1918,303.448987325033
1919,303.813987731934
1920,304.245986938477
1921,304.599988301595
1922,304.944981892904
1923,305.270983378092
1924,305.62998453776
1925,305.812980651855
1926,305.953984578451
1927,306.176986694336
1928,306.328979492188
1929,306.494987487793
1930,306.619977315267
1931,306.821983337402
1932,307.092979431152
1933,307.401980082194
1934,307.784983317057
1935,308.226979573568
1936,309.011973063151
1937,309.76397450765
1938,310.293975830078
1939,310.850975036621
1940,311.356976826986
1941,311.810974121094
1942,312.17197672526
1943,312.389979044596
1944,312.412971496582
1945,312.384976704915
1946,312.389971415202
1947,312.485972086589
1948,312.520968119303
1949,312.63197072347
1950,312.820976257324
1951,313.013971964518
1952,313.341977437337
1953,313.729967753092
1954,314.094968159993
1955,314.414970397949
1956,314.697967529297
1957,314.991961161296
1958,315.344965616862
1959,315.806966145833
1960,316.62496693929
1961,317.29896291097
1962,318.043963114421
1963,318.649963378906
1964,319.332962036133
1965,319.815961201986
1966,320.879956563314
1967,321.479957580566
1968,322.388956705729
1969,323.250956217448
1970,324.782956441243
1971,325.399955749512
1972,327.34895324707
1973,329.908950805664
1974,330.755953470866
1975,330.826955159505
1976,331.544949849447
1977,333.352945963542
1978,335.009948730469
1979,336.60494740804
1980,338.704945882161
1981,340.058949788411
1982,340.64394124349
1983,342.265947977702
1984,344.00794728597
1985,345.458953857422
1986,346.902946472168
1987,348.774945576986
1988,351.275932312012
1989,352.893923441569
1990,354.072931925456
1991,355.352938334147
1992,356.228947957357
1993,356.924959818522
1994,358.253959655762
1995,360.23895517985
1996,362.004961649577
1997,363.251955668132
1998,365.932955423991
1999,367.84497833252
2000,369.124974568685
2001,370.672988891602
2002,372.83499399821
2003,375.41099802653
2004,376.98700205485
2005,378.90700785319
2006,381.010007222493
2007,382.603019714355
2008,384.739018758138
2009,386.28002166748
2010,388.717030843099
2011,390.944020589193
2012,393.015991210938
2013,395.724978129069
2014,397.546979268392
2015,399.949155171712
2016,403.116961161296
2017,405.751960754395
2018,408.591959635417
2019,411.416964213053
2020,414.231961568197
2021,417.041964213053
2022,419.808962504069
2023,422.498970031738
2024,425.119964599609
2025,427.673965454102
2026,430.165959676107
2027,432.597963968913
2028,434.973968505859
2029,437.294965108236
2030,439.56396484375
2031,441.780962626139
2032,443.928967793783
2033,445.989962259928
2034,447.968963623047
2035,449.865969340007
2036,451.684969584147
2037,453.425969441732
2038,455.091969807943
2039,456.683967590332
2040,458.200970967611
2041,459.64697265625
2042,461.018974304199
2043,462.314969380697
2044,463.535972595215
2045,464.682973225911
2046,465.754979451497
2047,466.752978006999
2048,467.677981058757
2049,468.529980977376
2050,469.309977213542
2051,470.018976847331
2052,470.66298421224
2053,471.249984741211
2054,471.778984069824
2055,472.250981648763
2056,472.664985656738
2057,473.021982828776
2058,473.321988423665
2059,473.563985188802
2060,473.749987284342
2061,473.877985636393
2062,473.958989461263
2063,473.998987833659
2064,473.998987833659
2065,473.956993103027
2066,473.872990926107
2067,473.74698638916
2068,473.577995300293
2069,473.364995320638
2070,473.109990437826
2071,472.810994466146
2072,472.457995096842
2073,472.040995279948
2074,471.560994466146
2075,471.017995198568
2076,470.413998921712
2077,469.749003092448
2078,469.021995544434
2079,468.236002604167
2080,467.389999389648
2081,466.483998616536
2082,465.53599802653
2083,464.561007181803
2084,463.55800374349
2085,462.527002970378
2086,461.4660059611
2087,460.375007629395
2088,459.255009969076
2089,458.10400390625
2090,456.924003601074
2091,455.713005065918
2092,454.502009073893
2093,453.319007873535
2094,452.160011291504
2095,451.024004618327
2096,449.909009297689
2097,448.812006632487
2098,447.734008789062
2099,446.67200978597
2100,445.625002543132
2101,444.592005411784
2102,443.578002929688
2103,442.586011250814
2104,441.614008585612
2105,440.662000020345
2106,439.72900390625
2107,438.813000996908
2108,437.914006551107
2109,437.031008402507
2110,436.163004557292
2111,435.311007181803
2112,434.473007202148
2113,433.650001525879
2114,432.840003967285
2115,432.044003804525
2116,431.261006673177
2117,430.491002400716
2118,429.734006245931
2119,428.988006591797
2120,428.254005432129
2121,427.532005310059
2122,426.821006774902
2123,426.120007832845
2124,425.431004842122
2125,424.751001993815
2126,424.082005818685
2127,423.423006693522
2128,422.774002075195
2129,422.13400777181
2130,421.50400797526
2131,420.88200378418
2132,420.270006815592
2133,419.667002360026
2134,419.072008768717
2135,418.485005696615
2136,417.907000223796
2137,417.337003072103
2138,416.775009155273
2139,416.221008300781
2140,415.675005594889
2141,415.13601175944
2142,414.61200205485
2143,414.108004252116
2144,413.625
2145,413.161000569661
2146,412.715001424154
2147,412.288007100423
2148,411.878008524577
2149,411.485008239746
2150,411.109001159668
2151,410.749003092448
2152,410.402005513509
2153,410.063003540039
2154,409.734003702799
2155,409.413004557292
2156,409.102007548014
2157,408.799003601074
2158,408.506006876628
2159,408.221008300781
2160,407.944999694824
2161,407.679000854492
2162,407.42000579834
2163,407.171005249023
2164,406.931007385254
2165,406.69900004069
2166,406.475003560384
2167,406.260004679362
2168,406.054000854492
2169,405.856002807617
2170,405.667004903158
2171,405.486005147298
2172,405.313003540039
2173,405.149002075195
2174,404.992998758952
2175,404.84400177002
2176,404.704002380371
2177,404.573003133138
2178,404.44900004069
2179,404.333000183105
2180,404.225003560384
2181,404.125002543132
2182,404.032999674479
2183,403.948003133138
2184,403.870997111003
2185,403.802001953125
2186,403.741002400716
2187,403.687001546224
2188,403.642000834147
2189,403.604001363118
2190,403.575002034505
2191,403.552996317546
2192,403.532000223796
2193,403.504999796549
2194,403.473996480306
2195,403.438000996908
2196,403.398999532064
2197,403.355995178223
2198,403.309997558594
2199,403.261995951335
2200,403.210995992025
2201,403.158002217611
2202,403.103001912435
2203,403.04600016276
2204,402.988004048665
2205,402.928006490072
2206,402.865994771322
2207,402.803995768229
2208,402.73999786377
2209,402.67599995931
2210,402.609992980957
2211,402.544001261393
2212,402.47699991862
2213,402.409001668294
2214,402.341003417969
2215,402.272000630697
2216,402.202003479004
2217,402.131998697917
2218,402.061999003092
2219,401.990999857585
2220,401.919998168945
2221,401.847997029622
2222,401.775995890299
2223,401.703997294108
2224,401.63200378418
2225,401.55899810791
2226,401.486002604167
2227,401.412991841634
2228,401.339998881022
2229,401.266995747884
2230,401.192998250326
2231,401.119997660319
2232,401.04600016276
2233,400.971995035807
2234,400.897997538249
2235,400.825004577637
2236,400.750999450684
2237,400.676996866862
2238,400.603004455566
2239,400.528999328613
2240,400.454002380371
2241,400.379999796549
2242,400.305997212728
2243,400.231997172038
2244,400.157999674479
2245,400.083999633789
2246,400.009997049967
2247,399.935997009277
2248,399.861996968587
2249,399.787999471029
2250,399.71400197347
2251,399.639999389648
2252,399.565996805827
2253,399.4920018514
2254,399.41800181071
2255,399.34400177002
2256,399.269004821777
2257,399.194000244141
2258,399.118003845215
2259,399.041999816895
2260,398.966000874837
2261,398.889999389648
2262,398.813000996908
2263,398.73700205485
2264,398.660001118978
2265,398.583002726237
2266,398.505996704102
2267,398.428995768229
2268,398.351997375488
2269,398.274996439616
2270,398.198003133138
2271,398.122004191081
2272,398.045000712077
2273,397.967999776204
2274,397.891995747884
2275,397.815996805827
2276,397.739000956217
2277,397.662996927897
2278,397.587000528971
2279,397.512001037598
2280,397.435999552409
2281,397.360997517904
2282,397.284998575846
2283,397.210001627604
2284,397.13500213623
2285,397.060999552409
2286,396.985997517904
2287,396.912000020345
2288,396.838002522786
2289,396.763997395833
2290,396.689999898275
2291,396.615999857585
2292,396.54300181071
2293,396.469004313151
2294,396.395998636882
2295,396.323000590007
2296,396.251001993815
2297,396.177998860677
2298,396.106002807617
2299,396.033999125163
2300,395.96199798584
