"year","CO2_constrain"
1855,284.940999348958
1856,285.048993428548
1857,285.20399983724
1858,285.369000752767
1859,285.544995625814
1860,285.738993326823
1861,285.933001200358
1862,286.100001017253
1863,286.271001180013
1864,286.442001342773
1865,286.613995869954
1866,286.78099822998
1867,286.955001831055
1868,287.105000813802
1869,287.224998474121
1870,287.354998270671
1871,287.494000752767
1872,287.663996378581
1873,287.860000610352
1874,288.060999552409
1875,288.291002909342
1876,288.519996643066
1877,288.752001444499
1878,288.993001302083
1879,289.221000671387
1880,289.469998677572
1881,289.736996968587
1882,290.019002278646
1883,290.263000488281
1884,290.511998494466
1885,290.796997070312
1886,291.09999593099
1887,291.413998921712
1888,291.763000488281
1889,292.113001505534
1890,292.457997639974
1891,292.815999348958
1892,293.166999816895
1893,293.47699991862
1894,293.790997823079
1895,294.078997294108
1896,294.36499786377
1897,294.645998636882
1898,294.95399983724
1899,295.299997965495
1900,295.674995422363
1901,296.006998697917
1902,296.324999491374
1903,296.653996785482
1904,296.953994750977
1905,297.288996378581
1906,297.661997477214
1907,298.097994486491
1908,298.517990112305
1909,298.935991923014
1910,299.376996358236
1911,299.828992207845
1912,300.352991739909
1913,300.909993489583
1914,301.418991088867
1915,301.936988830566
1916,302.484987894694
1917,303.010988871257
1918,303.448987325033
1919,303.813987731934
1920,304.245986938477
1921,304.599988301595
1922,304.944981892904
1923,305.270983378092
1924,305.62998453776
1925,305.812980651855
1926,305.953984578451
1927,306.176986694336
1928,306.328979492188
1929,306.494987487793
1930,306.619977315267
1931,306.821983337402
1932,307.092979431152
1933,307.401980082194
1934,307.784983317057
1935,308.226979573568
1936,309.011973063151
1937,309.76397450765
1938,310.293975830078
1939,310.850975036621
1940,311.356976826986
1941,311.810974121094
1942,312.17197672526
1943,312.389979044596
1944,312.412971496582
1945,312.384976704915
1946,312.389971415202
1947,312.485972086589
1948,312.520968119303
1949,312.63197072347
1950,312.820976257324
1951,313.013971964518
1952,313.341977437337
1953,313.729967753092
1954,314.094968159993
1955,314.414970397949
1956,314.697967529297
1957,314.991961161296
1958,315.344965616862
1959,315.806966145833
1960,316.62496693929
1961,317.29896291097
1962,318.043963114421
1963,318.649963378906
1964,319.332962036133
1965,319.815961201986
1966,320.879956563314
1967,321.479957580566
1968,322.388956705729
1969,323.250956217448
1970,324.782956441243
1971,325.399955749512
1972,327.34895324707
1973,329.908950805664
1974,330.755953470866
1975,330.826955159505
1976,331.544949849447
1977,333.352945963542
1978,335.009948730469
1979,336.60494740804
1980,338.704945882161
1981,340.058949788411
1982,340.64394124349
1983,342.265947977702
1984,344.00794728597
1985,345.458953857422
1986,346.902946472168
1987,348.774945576986
1988,351.275932312012
1989,352.893923441569
1990,354.072931925456
1991,355.352938334147
1992,356.228947957357
1993,356.924959818522
1994,358.253959655762
1995,360.23895517985
1996,362.004961649577
1997,363.251955668132
1998,365.932955423991
1999,367.84497833252
2000,369.124974568685
2001,370.672988891602
2002,372.83499399821
2003,375.41099802653
2004,376.98700205485
2005,378.90700785319
2006,381.010007222493
2007,382.603019714355
2008,384.739018758138
2009,386.28002166748
2010,388.717030843099
2011,390.944020589193
2012,393.015991210938
2013,395.724978129069
2014,397.546979268392
2015,399.949132283529
2016,403.116966247559
2017,405.750961303711
2018,408.586957295736
2019,411.404958089193
2020,414.213966369629
2021,417.013961791992
2022,419.69896697998
2023,422.169965108236
2024,424.442970275879
2025,426.524965922038
2026,428.425971984863
2027,430.150970458984
2028,431.705973307292
2029,433.09597269694
2030,434.323974609375
2031,435.393976847331
2032,436.336977640788
2033,437.178983052572
2034,437.916984558105
2035,438.55298614502
2036,439.083986918132
2037,439.512987772624
2038,439.836992899577
2039,440.058990478516
2040,440.178990681966
2041,440.196993509928
2042,440.138989766439
2043,440.02699025472
2044,439.859992980957
2045,439.634989420573
2046,439.351994832357
2047,439.01099395752
2048,438.610994974772
2049,438.151000976562
2050,437.632001241048
2051,437.053995768229
2052,436.445996602376
2053,435.835998535156
2054,435.220001220703
2055,434.596997578939
2056,433.96400197347
2057,433.320996602376
2058,432.664995829264
2059,431.996999104818
2060,431.31399790446
2061,430.6170018514
2062,429.908002217611
2063,429.190002441406
2064,428.462999979655
2065,427.726000467936
2066,426.979001363118
2067,426.22100575765
2068,425.452003479004
2069,424.67000579834
2070,423.877006530762
2071,423.070999145508
2072,422.254005432129
2073,421.425005594889
2074,420.584002176921
2075,419.73100789388
2076,418.867004394531
2077,417.991002400716
2078,417.102005004883
2079,416.202003479004
2080,415.288007100423
2081,414.362007141113
2082,413.421005249023
2083,412.461006164551
2084,411.484008789062
2085,410.490008036296
2086,409.477010091146
2087,408.448013305664
2088,407.401008605957
2089,406.336011250814
2090,405.255004882812
2091,404.157005310059
2092,403.041005452474
2093,401.908007303874
2094,400.758010864258
2095,399.591008504232
2096,398.407010396322
2097,397.206008911133
2098,395.989011128743
2099,394.756014506022
2100,393.506011962891
2101,392.241010030111
2102,390.983009338379
2103,389.75501759847
2104,388.55200958252
2105,387.373008728027
2106,386.216013590495
2107,385.080014546712
2108,383.964012145996
2109,382.867012023926
2110,381.788009643555
2111,380.72501373291
2112,379.679008483887
2113,378.648010253906
2114,377.633015950521
2115,376.631014506022
2116,375.644007364909
2117,374.669011433919
2118,373.708012898763
2119,372.759012858073
2120,371.822011311849
2121,370.897013346354
2122,369.98301188151
2123,369.080014546712
2124,368.188013712565
2125,367.306009928385
2126,366.435010274251
2127,365.573013305664
2128,364.721008300781
2129,363.879010518392
2130,363.045013427734
2131,362.221010843913
2132,361.406010945638
2133,360.599009195964
2134,359.801007588704
2135,359.010007222493
2136,358.228009541829
2137,357.454010009766
2138,356.687009175618
2139,355.928011576335
2140,355.17700958252
2141,354.433008829753
2142,353.71001180013
2143,353.020011901855
2144,352.363014221191
2145,351.735008239746
2146,351.136009216309
2147,350.564010620117
2148,350.019007364909
2149,349.500012715658
2150,349.005007425944
2151,348.534009297689
2152,348.083010355632
2153,347.650009155273
2154,347.234008789062
2155,346.83501180013
2156,346.453010559082
2157,346.088002522786
2158,345.741004943848
2159,345.409009297689
2160,345.094006856283
2161,344.795010884603
2162,344.513010660807
2163,344.246004740397
2164,343.994008382161
2165,343.758003234863
2166,343.538007100423
2167,343.332003275553
2168,343.142008463542
2169,342.9660059611
2170,342.805000305176
2171,342.659009297689
2172,342.52799987793
2173,342.410003662109
2174,342.307004292806
2175,342.218999226888
2176,342.144002278646
2177,342.0830078125
2178,342.036003112793
2179,342.003000895182
2180,341.984001159668
2181,341.978004455566
2182,341.986002604167
2183,342.007001241048
2184,342.041000366211
2185,342.089004516602
2186,342.151000976562
2187,342.225003560384
2188,342.313000996908
2189,342.412999471029
2190,342.527002970378
2191,342.653002421061
2192,342.778999328613
2193,342.889999389648
2194,342.98999786377
2195,343.080001831055
2196,343.160001118978
2197,343.231999715169
2198,343.297002156576
2199,343.355003356934
2200,343.406997680664
2201,343.453000386556
2202,343.494997660319
2203,343.532005310059
2204,343.565002441406
2205,343.593999226888
2206,343.618998209635
2207,343.640996297201
2208,343.659993489583
2209,343.676999409993
2210,343.690002441406
2211,343.702000935872
2212,343.709996541341
2213,343.717000325521
2214,343.721997578939
2215,343.723999023438
2216,343.725001017253
2217,343.725001017253
2218,343.722994486491
2219,343.719998677572
2220,343.716000874837
2221,343.710998535156
2222,343.704999287923
2223,343.698997497559
2224,343.69100189209
2225,343.682998657227
2226,343.67399597168
2227,343.663998921712
2228,343.65399424235
2229,343.643000284831
2230,343.630999247233
2231,343.619000752767
2232,343.607002258301
2233,343.59400177002
2234,343.580004374186
2235,343.565999348958
2236,343.551002502441
2237,343.536000569661
2238,343.521001180013
2239,343.505002339681
2240,343.489003499349
2241,343.473002115885
2242,343.455996195475
2243,343.439000447591
2244,343.421997070312
2245,343.404004414876
2246,343.385999043783
2247,343.367998758952
2248,343.348996480306
2249,343.331001281738
2250,343.311999003092
2251,343.292996724447
2252,343.272994995117
2253,343.253000895182
2254,343.23299407959
2255,343.21199798584
2256,343.190999348958
2257,343.169001261393
2258,343.146003723145
2259,343.123001098633
2260,343.099998474121
2261,343.075998942057
2262,343.050994873047
2263,343.025995890299
2264,343.001001993815
2265,342.974998474121
2266,342.94900004069
2267,342.922996520996
2268,342.896995544434
2269,342.871002197266
2270,342.84400177002
2271,342.817001342773
2272,342.789998372396
2273,342.763000488281
2274,342.736000061035
2275,342.707992553711
2276,342.680997212728
2277,342.652997334798
2278,342.625996907552
2279,342.597997029622
2280,342.569999694824
2281,342.542999267578
2282,342.514999389648
2283,342.486996968587
2284,342.459002176921
2285,342.431002298991
2286,342.403002421061
2287,342.375002543132
2288,342.347997029622
2289,342.319997151693
2290,342.291997273763
2291,342.263999938965
2292,342.236002604167
2293,342.208000183105
2294,342.180000305176
2295,342.151997884115
2296,342.123001098633
2297,342.09499613444
2298,342.06699625651
2299,342.039001464844
2300,342.011006673177
