"year","CO2_constrain"
1855,284.940999348958
1856,285.048993428548
1857,285.20399983724
1858,285.369000752767
1859,285.544995625814
1860,285.738993326823
1861,285.933001200358
1862,286.100001017253
1863,286.271001180013
1864,286.442001342773
1865,286.613995869954
1866,286.78099822998
1867,286.955001831055
1868,287.105000813802
1869,287.224998474121
1870,287.354998270671
1871,287.494000752767
1872,287.663996378581
1873,287.860000610352
1874,288.060999552409
1875,288.291002909342
1876,288.519996643066
1877,288.752001444499
1878,288.993001302083
1879,289.221000671387
1880,289.469998677572
1881,289.736996968587
1882,290.019002278646
1883,290.263000488281
1884,290.511998494466
1885,290.796997070312
1886,291.09999593099
1887,291.413998921712
1888,291.763000488281
1889,292.113001505534
1890,292.457997639974
1891,292.815999348958
1892,293.166999816895
1893,293.47699991862
1894,293.790997823079
1895,294.078997294108
1896,294.36499786377
1897,294.645998636882
1898,294.95399983724
1899,295.299997965495
1900,295.674995422363
1901,296.006998697917
1902,296.324999491374
1903,296.653996785482
1904,296.953994750977
1905,297.288996378581
1906,297.661997477214
1907,298.097994486491
1908,298.517990112305
1909,298.935991923014
1910,299.376996358236
1911,299.828992207845
1912,300.352991739909
1913,300.909993489583
1914,301.418991088867
1915,301.936988830566
1916,302.484987894694
1917,303.010988871257
1918,303.448987325033
1919,303.813987731934
1920,304.245986938477
1921,304.599988301595
1922,304.944981892904
1923,305.270983378092
1924,305.62998453776
1925,305.812980651855
1926,305.953984578451
1927,306.176986694336
1928,306.328979492188
1929,306.494987487793
1930,306.619977315267
1931,306.821983337402
1932,307.092979431152
1933,307.401980082194
1934,307.784983317057
1935,308.226979573568
1936,309.011973063151
1937,309.76397450765
1938,310.293975830078
1939,310.850975036621
1940,311.356976826986
1941,311.810974121094
1942,312.17197672526
1943,312.389979044596
1944,312.412971496582
1945,312.384976704915
1946,312.389971415202
1947,312.485972086589
1948,312.520968119303
1949,312.63197072347
1950,312.820976257324
1951,313.013971964518
1952,313.341977437337
1953,313.729967753092
1954,314.094968159993
1955,314.414970397949
1956,314.697967529297
1957,314.991961161296
1958,315.344965616862
1959,315.806966145833
1960,316.62496693929
1961,317.29896291097
1962,318.043963114421
1963,318.649963378906
1964,319.332962036133
1965,319.815961201986
1966,320.879956563314
1967,321.479957580566
1968,322.388956705729
1969,323.250956217448
1970,324.782956441243
1971,325.399955749512
1972,327.34895324707
1973,329.908950805664
1974,330.755953470866
1975,330.826955159505
1976,331.544949849447
1977,333.352945963542
1978,335.009948730469
1979,336.60494740804
1980,338.704945882161
1981,340.058949788411
1982,340.64394124349
1983,342.265947977702
1984,344.00794728597
1985,345.458953857422
1986,346.902946472168
1987,348.774945576986
1988,351.275932312012
1989,352.893923441569
1990,354.072931925456
1991,355.352938334147
1992,356.228947957357
1993,356.924959818522
1994,358.253959655762
1995,360.23895517985
1996,362.004961649577
1997,363.251955668132
1998,365.932955423991
1999,367.84497833252
2000,369.124974568685
2001,370.672988891602
2002,372.83499399821
2003,375.41099802653
2004,376.98700205485
2005,378.90700785319
2006,381.010007222493
2007,382.603019714355
2008,384.739018758138
2009,386.28002166748
2010,388.717030843099
2011,390.944020589193
2012,393.015991210938
2013,395.724978129069
2014,397.546979268392
2015,399.949099222819
2016,403.116963704427
2017,405.761960347493
2018,408.631965637207
2019,411.505966186523
2020,414.389963785807
2021,417.286956787109
2022,420.197964986165
2023,423.124959309896
2024,426.068959554036
2025,429.029958089193
2026,432.01096089681
2027,435.011960347493
2028,438.032956441243
2029,441.076957702637
2030,444.142959594727
2031,447.231959025065
2032,450.332954406738
2033,453.434954325358
2034,456.540962219238
2035,459.651959737142
2036,462.769955952962
2037,465.896954854329
2038,469.032958984375
2039,472.178957621257
2040,475.335960388184
2041,478.50395711263
2042,481.673955281576
2043,484.837956746419
2044,487.995953877767
2045,491.149950663249
2046,494.299959818522
2047,497.446957906087
2048,500.591954549154
2049,503.733957926432
2050,506.874954223633
2051,510.013951619466
2052,513.136960347494
2053,516.229960123698
2054,519.291956583659
2055,522.325958251953
2056,525.331960042318
2057,528.30995686849
2058,531.26096089681
2059,534.185958862305
2060,537.084955851237
2061,539.957962036133
2062,542.794952392578
2063,545.586949666341
2064,548.334950764974
2065,551.03896077474
2066,553.699951171875
2067,556.318954467773
2068,558.894953409831
2069,561.430959065755
2070,563.924957275391
2071,566.379959106445
2072,568.771962483724
2073,571.082962036133
2074,573.313959757487
2075,575.465967814128
2076,577.539967854818
2077,579.536961873372
2078,581.457972208659
2079,583.303965250651
2080,585.073969523112
2081,586.76996866862
2082,588.377960205078
2083,589.885971069336
2084,591.295974731445
2085,592.608978271484
2086,593.824966430664
2087,594.944976806641
2088,595.969975789388
2089,596.899978637695
2090,597.734975179036
2091,598.476984659831
2092,599.149983723958
2093,599.775985717773
2094,600.35498046875
2095,600.885981241862
2096,601.365987141927
2097,601.796981811523
2098,602.176986694336
2099,602.504979451497
2100,602.781982421875
2101,603.00498453776
2102,603.217987060547
2103,603.458984375
2104,603.723988850911
2105,604.011983235677
2106,604.321985880534
2107,604.649983723958
2108,604.995986938477
2109,605.356979370117
2110,605.733983357747
2111,606.123987833659
2112,606.526987711589
2113,606.941986083984
2114,607.366984049479
2115,607.802988688151
2116,608.247985839844
2117,608.700988769531
2118,609.162989298503
2119,609.63298034668
2120,610.109985351562
2121,610.59299214681
2122,611.081990559896
2123,611.577982584635
2124,612.078994750977
2125,612.584991455078
2126,613.09499613444
2127,613.610982259115
2128,614.129974365234
2129,614.653986612956
2130,615.180989583333
2131,615.711995442708
2132,616.245997111003
2133,616.783996582031
2134,617.323989868164
2135,617.866994222005
2136,618.412994384766
2137,618.960993448893
2138,619.511993408203
2139,620.063990275065
2140,620.618982950846
2141,621.175994873047
2142,621.733998616536
2143,622.294982910156
2144,622.85698445638
2145,623.419998168945
2146,623.984990437826
2147,624.550984700521
2148,625.118988037109
2149,625.686986287435
2150,626.256998697917
2151,626.827987670898
2152,627.39399210612
2153,627.948984781901
2154,628.493988037109
2155,629.026997884115
2156,629.550984700521
2157,630.064000447591
2158,630.566991170247
2159,631.06098429362
2160,631.54399617513
2161,632.016983032227
2162,632.480992635091
2163,632.933995564779
2164,633.377985636393
2165,633.812993367513
2166,634.237996419271
2167,634.652989705404
2168,635.058985392253
2169,635.454986572266
2170,635.841995239258
2171,636.219004313151
2172,636.587000528971
2173,636.944997151693
2174,637.293991088867
2175,637.633987426758
2176,637.963999430339
2177,638.284983317057
2178,638.59700012207
2179,638.898991902669
2180,639.19199625651
2181,639.475001017253
2182,639.749994913737
2183,640.014994303385
2184,640.269999186198
2185,640.516993204753
2186,640.753992716471
2187,640.981989542643
2188,641.199986775716
2189,641.410003662109
2190,641.609990437826
2191,641.800989786784
2192,641.981989542643
2193,642.154993693034
2194,642.317993164062
2195,642.47200012207
2196,642.616999308268
2197,642.751998901367
2198,642.878992716471
2199,642.99599202474
2200,643.103993733724
2201,643.202992757161
2202,643.291997273763
2203,643.372990926107
2204,643.443995157878
2205,643.505991617839
2206,643.558995564779
2207,643.602991739909
2208,643.637990315755
2209,643.663004557292
2210,643.679987589518
2211,643.686996459961
2212,643.685994466146
2213,643.674987792969
2214,643.654993693034
2215,643.626001993815
2216,643.58799235026
2217,643.53998819987
2218,643.483998616536
2219,643.419006347656
2220,643.344991048177
2221,643.260991414388
2222,643.16899617513
2223,643.066991170247
2224,642.957000732422
2225,642.837987263997
2226,642.708999633789
2227,642.57199605306
2228,642.424997965495
2229,642.269994099935
2230,642.105997721354
2231,641.932993570964
2232,641.749994913737
2233,641.559005737305
2234,641.358998616536
2235,641.15000406901
2236,640.931996663411
2237,640.706008911133
2238,640.46999613444
2239,640.225997924805
2240,639.972997029622
2241,639.711003621419
2242,639.439997355143
2243,639.160003662109
2244,638.871994018555
2245,638.574005126953
2246,638.267995198568
2247,637.95399983724
2248,637.629994710286
2249,637.297999064128
2250,636.957000732422
2251,636.606999715169
2252,636.255004882812
2253,635.907002766927
2254,635.559987386068
2255,635.215998331706
2256,634.873011271159
2257,634.53200785319
2258,634.192998250326
2259,633.855000813802
2260,633.517995198568
2261,633.182993570964
2262,632.848993937174
2263,632.516998291016
2264,632.185994466146
2265,631.856999715169
2266,631.528991699219
2267,631.202997843424
2268,630.879002888997
2269,630.555999755859
2270,630.233993530273
2271,629.914998372396
2272,629.596995035807
2273,629.279998779297
2274,628.966008504232
2275,628.653004964193
2276,628.341008504232
2277,628.031005859375
2278,627.722997029622
2279,627.417002360026
2280,627.111999511719
2281,626.807998657227
2282,626.506006876628
2283,626.205998738607
2284,625.907002766927
2285,625.609995524089
2286,625.313995361328
2287,625.020004272461
2288,624.726994832357
2289,624.435999552409
2290,624.146001180013
2291,623.856994628906
2292,623.570007324219
2293,623.283991495768
2294,622.999003092448
2295,622.716003417969
2296,622.433990478516
2297,622.153010050456
2298,621.873001098633
2299,621.595001220703
2300,621.317998250326
