"year","CO2_constrain"
1855,284.940999348958
1856,285.048993428548
1857,285.20399983724
1858,285.369000752767
1859,285.544995625814
1860,285.738993326823
1861,285.933001200358
1862,286.100001017253
1863,286.271001180013
1864,286.442001342773
1865,286.613995869954
1866,286.78099822998
1867,286.955001831055
1868,287.105000813802
1869,287.224998474121
1870,287.354998270671
1871,287.494000752767
1872,287.663996378581
1873,287.860000610352
1874,288.060999552409
1875,288.291002909342
1876,288.519996643066
1877,288.752001444499
1878,288.993001302083
1879,289.221000671387
1880,289.469998677572
1881,289.736996968587
1882,290.019002278646
1883,290.263000488281
1884,290.511998494466
1885,290.796997070312
1886,291.09999593099
1887,291.413998921712
1888,291.763000488281
1889,292.113001505534
1890,292.457997639974
1891,292.815999348958
1892,293.166999816895
1893,293.47699991862
1894,293.790997823079
1895,294.078997294108
1896,294.36499786377
1897,294.645998636882
1898,294.95399983724
1899,295.299997965495
1900,295.674995422363
1901,296.006998697917
1902,296.324999491374
1903,296.653996785482
1904,296.953994750977
1905,297.288996378581
1906,297.661997477214
1907,298.097994486491
1908,298.517990112305
1909,298.935991923014
1910,299.376996358236
1911,299.828992207845
1912,300.352991739909
1913,300.909993489583
1914,301.418991088867
1915,301.936988830566
1916,302.484987894694
1917,303.010988871257
1918,303.448987325033
1919,303.813987731934
1920,304.245986938477
1921,304.599988301595
1922,304.944981892904
1923,305.270983378092
1924,305.62998453776
1925,305.812980651855
1926,305.953984578451
1927,306.176986694336
1928,306.328979492188
1929,306.494987487793
1930,306.619977315267
1931,306.821983337402
1932,307.092979431152
1933,307.401980082194
1934,307.784983317057
1935,308.226979573568
1936,309.011973063151
1937,309.76397450765
1938,310.293975830078
1939,310.850975036621
1940,311.356976826986
1941,311.810974121094
1942,312.17197672526
1943,312.389979044596
1944,312.412971496582
1945,312.384976704915
1946,312.389971415202
1947,312.485972086589
1948,312.520968119303
1949,312.63197072347
1950,312.820976257324
1951,313.013971964518
1952,313.341977437337
1953,313.729967753092
1954,314.094968159993
1955,314.414970397949
1956,314.697967529297
1957,314.991961161296
1958,315.344965616862
1959,315.806966145833
1960,316.62496693929
1961,317.29896291097
1962,318.043963114421
1963,318.649963378906
1964,319.332962036133
1965,319.815961201986
1966,320.879956563314
1967,321.479957580566
1968,322.388956705729
1969,323.250956217448
1970,324.782956441243
1971,325.399955749512
1972,327.34895324707
1973,329.908950805664
1974,330.755953470866
1975,330.826955159505
1976,331.544949849447
1977,333.352945963542
1978,335.009948730469
1979,336.60494740804
1980,338.704945882161
1981,340.058949788411
1982,340.64394124349
1983,342.265947977702
1984,344.00794728597
1985,345.458953857422
1986,346.902946472168
1987,348.774945576986
1988,351.275932312012
1989,352.893923441569
1990,354.072931925456
1991,355.352938334147
1992,356.228947957357
1993,356.924959818522
1994,358.253959655762
1995,360.23895517985
1996,362.004961649577
1997,363.251955668132
1998,365.932955423991
1999,367.84497833252
2000,369.124974568685
2001,370.672988891602
2002,372.83499399821
2003,375.41099802653
2004,376.98700205485
2005,378.90700785319
2006,381.010007222493
2007,382.603019714355
2008,384.739018758138
2009,386.28002166748
2010,388.717030843099
2011,390.944020589193
2012,393.015991210938
2013,395.724978129069
2014,397.546979268392
2015,399.948438008626
2016,403.116966247559
2017,405.812962849935
2018,408.831957499186
2019,411.945960998535
2020,415.154955546061
2021,418.460960388184
2022,421.8429590861
2023,425.282956441243
2024,428.783953348796
2025,432.346951802572
2026,435.974950154622
2027,439.669947306315
2028,443.431950887044
2029,447.262944539388
2030,451.163950602214
2031,455.135950724284
2032,459.165946960449
2033,463.241945902507
2034,467.364947001139
2035,471.538942972819
2036,475.764948527018
2037,480.044944763184
2038,484.379946390788
2039,488.771942138672
2040,493.220942179362
2041,497.730936686198
2042,502.291946411133
2043,506.900942484538
2044,511.556945800781
2045,516.26394144694
2046,521.020940144857
2047,525.829935709635
2048,530.691935221354
2049,535.608942667643
2050,540.580937703451
2051,545.609939575195
2052,550.690938313802
2053,555.821935017904
2054,561.003926595052
2055,566.23893737793
2056,571.525939941406
2057,576.867919921875
2058,582.265940348307
2059,587.718938191732
2060,593.229939778646
2061,598.797932942708
2062,604.423934936523
2063,610.106938680013
2064,615.846934000651
2065,621.646931966146
2066,627.504928588867
2067,633.422932942708
2068,639.401931762695
2069,645.441930135091
2070,651.543930053711
2071,657.707931518555
2072,663.933929443359
2073,670.221923828125
2074,676.571935017904
2075,682.984944661458
2076,689.460927327474
2077,696.001927693685
2078,702.605926513672
2079,709.274927775065
2080,716.007929484049
2081,722.807932535807
2082,729.67892964681
2083,736.628921508789
2084,743.656931559245
2085,750.763931274414
2086,757.950922648112
2087,765.215927124023
2088,772.56093343099
2089,779.983922322591
2090,787.487920125326
2091,795.069915771484
2092,802.735916137695
2093,810.488922119141
2094,818.327911376953
2095,826.253921508789
2096,834.266916910807
2097,842.36691792806
2098,850.553924560547
2099,858.828913370768
2100,867.19091796875
2101,875.639912923177
2102,884.10991414388
2103,892.532913208008
2104,900.910919189453
2105,909.246912638346
2106,917.540929158529
2107,925.79291788737
2108,934.004923502604
2109,942.176910400391
2110,950.307927449544
2111,958.396926879883
2112,966.444920857747
2113,974.45192972819
2114,982.415924072266
2115,990.336929321289
2116,998.213923136393
2117,1006.04992675781
2118,1013.83993021647
2119,1021.57993570964
2120,1029.26992797852
2121,1036.91993204753
2122,1044.51990763346
2123,1052.07994588216
2124,1059.57992553711
2125,1067.02991739909
2126,1074.43993123372
2127,1081.78992716471
2128,1089.08994547526
2129,1096.32992553711
2130,1103.52992757161
2131,1110.66994222005
2132,1117.74993896484
2133,1124.77994791667
2134,1131.75993855794
2135,1138.66994222005
2136,1145.52991739909
2137,1152.33994547526
2138,1159.07993570964
2139,1165.76992797852
2140,1172.39994303385
2141,1178.95994059245
2142,1185.46994018555
2143,1191.9199625651
2144,1198.30993652344
2145,1204.62995402018
2146,1210.88995361328
2147,1217.08995564779
2148,1223.22994995117
2149,1229.29992675781
2150,1235.31996663411
2151,1241.25994873047
2152,1247.14994303385
2153,1252.96993001302
2154,1258.7399597168
2155,1264.44995117188
2156,1270.09994506836
2157,1275.69995117188
2158,1281.22997029622
2159,1286.6999613444
2160,1292.10995483398
2161,1297.46993001302
2162,1302.75994873047
2163,1307.9899597168
2164,1313.15995279948
2165,1318.25995890299
2166,1323.30994669596
2167,1328.28994750977
2168,1333.20995076497
2169,1338.06994628906
2170,1342.86995442708
2171,1347.59996541341
2172,1352.26995849609
2173,1356.87995402018
2174,1361.4199625651
2175,1365.89995320638
2176,1370.31995646159
2177,1374.6699625651
2178,1378.9599609375
2179,1383.1799621582
2180,1387.33996582031
2181,1391.43995157878
2182,1395.4699605306
2183,1399.42995198568
2184,1403.32996622721
2185,1407.15997314453
2186,1410.92998250326
2187,1414.63996378581
2188,1418.26995849609
2189,1421.84997558594
2190,1425.34996541341
2191,1428.79996744792
2192,1432.1699625651
2193,1435.47997029622
2194,1438.71997070312
2195,1441.89997355143
2196,1445.00996907552
2197,1448.04997762044
2198,1451.02997843424
2199,1453.9399617513
2200,1456.78997802734
2201,1459.56997680664
2202,1462.27996826172
2203,1464.9199625651
2204,1467.49997965495
2205,1470.00996907552
2206,1472.45998128255
2207,1474.82998657227
2208,1477.13996378581
2209,1479.38996378581
2210,1481.55997721354
2211,1483.66998291016
2212,1485.71999104818
2213,1487.68999226888
2214,1489.59999593099
2215,1491.43998209635
2216,1493.21997070312
2217,1494.91999308268
2218,1496.55998738607
2219,1498.13999430339
2220,1499.63998413086
2221,1501.07997639974
2222,1502.44998168945
2223,1503.75997924805
2224,1504.9900004069
2225,1506.15999348958
2226,1507.25998942057
2227,1508.29999796549
2228,1509.2699991862
2229,1510.16997273763
2230,1510.99998982747
2231,1511.76998901367
2232,1512.4700012207
2233,1513.09999593099
2234,1513.66999308268
2235,1514.17000325521
2236,1514.60000610352
2237,1514.9700012207
2238,1515.26998901367
2239,1515.49998982747
2240,1515.66000366211
2241,1515.7599995931
2242,1515.7899983724
2243,1515.76000976562
2244,1515.66000366211
2245,1515.48999023438
2246,1515.25001017253
2247,1514.94999186198
2248,1514.57999674479
2249,1514.14998372396
2250,1513.64999389648
2251,1513.07999674479
2252,1512.47999064128
2253,1511.88999430339
2254,1511.2899983724
2255,1510.69000244141
2256,1510.10000610352
2257,1509.5
2258,1508.88999430339
2259,1508.2899983724
2260,1507.68002319336
2261,1507.07999674479
2262,1506.46999104818
2263,1505.86000569661
2264,1505.23999023438
2265,1504.62999471029
2266,1504.01000976562
2267,1503.38998413086
2268,1502.7699991862
2269,1502.15000406901
2270,1501.52998860677
2271,1500.89998372396
2272,1500.28002929688
2273,1499.65998331706
2274,1499.0299987793
2275,1498.39998372396
2276,1497.77998860677
2277,1497.14999389648
2278,1496.5199991862
2279,1495.89000447591
2280,1495.26998901367
2281,1494.64001464844
2282,1494.0099995931
2283,1493.37999471029
2284,1492.75
2285,1492.11999511719
2286,1491.5
2287,1490.86999511719
2288,1490.23998006185
2289,1489.61997477214
2290,1488.99001057943
2291,1488.36000569661
2292,1487.73999023438
2293,1487.10999552409
2294,1486.4900004069
2295,1485.85999552409
2296,1485.24001057943
2297,1484.61000569661
2298,1483.99001057943
2299,1483.37000528971
2300,1482.75
